"Assembly_number","Inc_type","Length","Host","Contig","Continent","Subtype"
"GCA_014529745.1","IncFIA",10614,"Poultry","JACVMR010000085.1","Asia","blaNDM-5"
"GCA_014529765.1","IncFIA",10608,"Poultry","JACVMS010000101.1","Asia","blaNDM-5"
"GCA_003925895.1","IncFIA",102071,"Homo sapiens","AP018147.1","Asia","blaNDM-5"
"GCA_013374235.1","IncFIA",97234,"Homo sapiens","AP023220.1","Asia","blaNDM-5"
"GCA_013374255.1","IncFIA",108281,"Homo sapiens","AP023225.1","Asia","blaNDM-5"
"GCA_013374295.1","IncFIA",83461,"Homo sapiens","AP023231.1","Asia","blaNDM-5"
"GCA_013374315.1","IncFIA",94613,"Homo sapiens","AP023236.1","Asia","blaNDM-5"
"GCA_007655295.1","IncFIA",43566,"Homo sapiens","VMHS01000032.1","Asia","blaNDM-5"
"GCA_012608075.1","IncFIA",5592,"Environment","AASWFF010000101.1","North America","blaNDM-5"
"GCA_012606335.1","IncFIA",5592,"Environment","AASWFE010000081.1","North America","blaNDM-5"
"GCA_012605915.1","IncFIA",5593,"Environment","AASWEU010000082.1","North America","blaNDM-5"
"GCA_008124425.1","IncFIA",99461,"Homo sapiens","CP043230.1","Europe","blaNDM-5"
"GCA_011045475.1","IncFIA",146286,"Animal food","CP033159.1","Asia","blaNDM-5"
"GCA_014234965.1","IncFIA",9671,"Homo sapiens","AAVLKB010000050.1","North America","blaNDM-5"
"GCA_014234145.1","IncFIA",9671,"Homo sapiens","AAVLKC010000050.1","North America","blaNDM-5"
"GCA_014234885.1","IncFIA",9668,"Homo sapiens","AAVLKA010000069.1","North America","blaNDM-5"
"GCA_014235065.1","IncFIA",9668,"Homo sapiens","AAVLJY010000068.1","North America","blaNDM-5"
"GCA_014774755.1","IncFIA",15302,"Homo sapiens","DABWGM010000060.1","Asia","blaNDM-5"
"GCA_014779435.1","IncFIA",9668,"Homo sapiens","DABWKN010000077.1","Asia","blaNDM-5"
"GCA_014774715.1","IncFIA",9669,"Homo sapiens","DABWGL010000080.1","Asia","blaNDM-5"
"GCA_014775475.1","IncFIA",9173,"Homo sapiens","DABWHE010000063.1","Asia","blaNDM-5"
"GCA_014775575.1","IncFIA",9176,"Homo sapiens","DABWHP010000060.1","Asia","blaNDM-5"
"GCA_014776995.1","IncFIA",5593,"Homo sapiens","DABWIY010000076.1","Asia","blaNDM-5"
"GCA_014778055.1","IncFIA",9484,"Homo sapiens","DABWJP010000086.1","Asia","blaNDM-5"
"GCA_014778695.1","IncFIA",10077,"Homo sapiens","DABWJW010000069.1","Asia","blaNDM-5"
"GCA_014793905.1","IncFIA",14460,"Homo sapiens","DABWNK010000072.1","Asia","blaNDM-5"
"GCA_014777775.1","IncFIA",5593,"Homo sapiens","DABWJD010000068.1","Asia","blaNDM-5"
"GCA_014793865.1","IncFIA",5589,"Homo sapiens","DABWNG010000090.1","Asia","blaNDM-5"
"GCA_014778075.1","IncFIA",9670,"Homo sapiens","DABWJK010000066.1","Asia","blaNDM-5"
"GCA_014775315.1","IncFIA",8657,"Homo sapiens","DABWHI010000088.1","Asia","blaNDM-5"
"GCA_014776735.1","IncFIA",9671,"Homo sapiens","DABWIK010000067.1","Asia","blaNDM-5"
"GCA_014793885.1","IncFIA",11321,"Homo sapiens","DABWNF010000091.1","Asia","blaNDM-5"
"GCA_014776675.1","IncFIA",9354,"Homo sapiens","DABWIN010000090.1","Asia","blaNDM-5"
"GCA_014775215.1","IncFIA",9669,"Homo sapiens","DABWGY010000071.1","Asia","blaNDM-5"
"GCA_014775325.1","IncFIA",9669,"Homo sapiens","DABWHD010000062.1","Asia","blaNDM-5"
"GCA_014775155.1","IncFIA",9669,"Homo sapiens","DABWGU010000067.1","Asia","blaNDM-5"
"GCA_014776655.1","IncFIA",9672,"Homo sapiens","DABWII010000095.1","Asia","blaNDM-5"
"GCA_014776915.1","IncFIA",9328,"Homo sapiens","DABWIW010000068.1","Asia","blaNDM-5"
"GCA_014777295.1","IncFIA",9482,"Homo sapiens","DABWIT010000088.1","Asia","blaNDM-5"
"GCA_014779335.1","IncFIA",6394,"Homo sapiens","DABWKM010000052.1","Asia","blaNDM-5"
"GCA_014777935.1","IncFIA",10783,"Homo sapiens","DABWJM010000085.1","Asia","blaNDM-5"
"GCA_014775195.1","IncFIA",8664,"Homo sapiens","DABWGV010000078.1","Asia","blaNDM-5"
"GCA_014775835.1","IncFIA",10485,"Homo sapiens","DABWHU010000076.1","Asia","blaNDM-5"
"GCA_014776595.1","IncFIA",9670,"Homo sapiens","DABWIH010000085.1","Asia","blaNDM-5"
"GCA_014775815.1","IncFIA",10485,"Homo sapiens","DABWHT010000092.1","Asia","blaNDM-5"
"GCA_014778035.1","IncFIA",10485,"Homo sapiens","DABWJL010000099.1","Asia","blaNDM-5"
"GCA_014817465.1","IncFIA",9671,"Homo sapiens","DABWTG010000069.1","Asia","blaNDM-5"
"GCA_014817445.1","IncFIA",9671,"Homo sapiens","DABWTK010000077.1","Asia","blaNDM-5"
"GCA_014817325.1","IncFIA",9671,"Homo sapiens","DABWTJ010000083.1","Asia","blaNDM-5"
"GCA_014817405.1","IncFIA",9671,"Homo sapiens","DABWTI010000075.1","Asia","blaNDM-5"
"GCA_014817305.1","IncFIA",9671,"Homo sapiens","DABWTD010000083.1","Asia","blaNDM-5"
"GCA_014817345.1","IncFIA",9671,"Homo sapiens","DABWTE010000065.1","Asia","blaNDM-5"
"GCA_014817385.1","IncFIA",9671,"Homo sapiens","DABWTC010000078.1","Asia","blaNDM-5"
"GCA_014817365.1","IncFIA",9671,"Homo sapiens","DABWTH010000076.1","Asia","blaNDM-5"
"GCA_014817205.1","IncFIA",9671,"Homo sapiens","DABWSZ010000072.1","Asia","blaNDM-5"
"GCA_014817285.1","IncFIA",9671,"Homo sapiens","DABWTA010000075.1","Asia","blaNDM-5"
"GCA_014817215.1","IncFIA",9670,"Homo sapiens","DABWSY010000081.1","Asia","blaNDM-5"
"GCA_014817185.1","IncFIA",9671,"Homo sapiens","DABWTF010000089.1","Asia","blaNDM-5"
"GCA_014817115.1","IncFIA",6806,"Homo sapiens","DABWSS010000073.1","Asia","blaNDM-5"
"GCA_014817165.1","IncFIA",5689,"Homo sapiens","DABWSW010000087.1","Asia","blaNDM-5"
"GCA_014817265.1","IncFIA",5700,"Homo sapiens","DABWSX010000073.1","Asia","blaNDM-5"
"GCA_014817245.1","IncFIA",5699,"Homo sapiens","DABWSV010000084.1","Asia","blaNDM-5"
"GCA_014817145.1","IncFIA",5700,"Homo sapiens","DABWSR010000077.1","Asia","blaNDM-5"
"GCA_014817105.1","IncFIA",10001,"Homo sapiens","DABWTB010000062.1","Asia","blaNDM-5"
"GCA_014817065.1","IncFIA",5700,"Homo sapiens","DABWSU010000074.1","Asia","blaNDM-5"
"GCA_014817045.1","IncFIA",9671,"Homo sapiens","DABWSQ010000075.1","Asia","blaNDM-5"
"GCA_014817085.1","IncFIA",5700,"Homo sapiens","DABWST010000091.1","Asia","blaNDM-5"
"GCA_014817025.1","IncFIA",9671,"Homo sapiens","DABWSO010000072.1","Asia","blaNDM-5"
"GCA_014816985.1","IncFIA",5700,"Homo sapiens","DABWSP010000079.1","Asia","blaNDM-5"
"GCA_014817005.1","IncFIA",9671,"Homo sapiens","DABWSL010000058.1","Asia","blaNDM-5"
"GCA_014816925.1","IncFIA",5700,"Homo sapiens","DABWSM010000077.1","Asia","blaNDM-5"
"GCA_014816965.1","IncFIA",9671,"Homo sapiens","DABWSI010000066.1","Asia","blaNDM-5"
"GCA_014816945.1","IncFIA",9671,"Homo sapiens","DABWSK010000062.1","Asia","blaNDM-5"
"GCA_014816905.1","IncFIA",9671,"Homo sapiens","DABWSJ010000084.1","Asia","blaNDM-5"
"GCA_014816845.1","IncFIA",9671,"Homo sapiens","DABWSN010000075.1","Asia","blaNDM-5"
"GCA_014816875.1","IncFIA",9671,"Homo sapiens","DABWSH010000074.1","Asia","blaNDM-5"
"GCA_014816785.1","IncFIA",9671,"Homo sapiens","DABWSE010000077.1","Asia","blaNDM-5"
"GCA_014816825.1","IncFIA",9671,"Homo sapiens","DABWSG010000075.1","Asia","blaNDM-5"
"GCA_014816865.1","IncFIA",9671,"Homo sapiens","DABWSF010000077.1","Asia","blaNDM-5"
"GCA_014816805.1","IncFIA",9671,"Homo sapiens","DABWSD010000081.1","Asia","blaNDM-5"
"GCA_014816745.1","IncFIA",9671,"Homo sapiens","DABWRX010000075.1","Asia","blaNDM-5"
"GCA_014816625.1","IncFIA",9671,"Homo sapiens","DABWSB010000075.1","Asia","blaNDM-5"
"GCA_014816705.1","IncFIA",9671,"Homo sapiens","DABWRY010000079.1","Asia","blaNDM-5"
"GCA_014816685.1","IncFIA",9671,"Homo sapiens","DABWRZ010000071.1","Asia","blaNDM-5"
"GCA_014816725.1","IncFIA",9671,"Homo sapiens","DABWSA010000073.1","Asia","blaNDM-5"
"GCA_014816765.1","IncFIA",9671,"Homo sapiens","DABWSC010000076.1","Asia","blaNDM-5"
"GCA_014816565.1","IncFIA",9671,"Homo sapiens","DABWRM010000079.1","Asia","blaNDM-5"
"GCA_014816545.1","IncFIA",9671,"Homo sapiens","DABWRK010000093.1","Asia","blaNDM-5"
"GCA_014816485.1","IncFIA",9671,"Homo sapiens","DABWRH010000076.1","Asia","blaNDM-5"
"GCA_014816425.1","IncFIA",9671,"Homo sapiens","DABWRG010000071.1","Asia","blaNDM-5"
"GCA_014816525.1","IncFIA",9671,"Homo sapiens","DABWRI010000067.1","Asia","blaNDM-5"
"GCA_014816445.1","IncFIA",9671,"Homo sapiens","DABWRF010000074.1","Asia","blaNDM-5"
"GCA_014827775.1","IncFIA",8049,"Poultry","DABXDM010000066.1","Asia","blaNDM-5"
"GCA_014827795.1","IncFIA",8049,"Poultry","DABXDL010000068.1","Asia","blaNDM-5"
"GCA_014827415.1","IncFIA",8049,"Poultry","DABXDF010000067.1","Asia","blaNDM-5"
"GCA_014838575.1","IncFIA",8049,"Poultry","DABXDS010000066.1","Asia","blaNDM-5"
"GCA_014845075.1","IncFIA",8049,"Poultry","DABXDV010000067.1","Asia","blaNDM-5"
"GCA_014827055.1","IncFIA",8049,"Poultry","DABXDC010000063.1","Asia","blaNDM-5"
"GCA_014827815.1","IncFIA",9807,"Poultry","DABXDK010000062.1","Asia","blaNDM-5"
"GCA_014827745.1","IncFIA",8049,"Poultry","DABXDE010000067.1","Asia","blaNDM-5"
"GCA_014827695.1","IncFIA",8049,"Poultry","DABXDA010000067.1","Asia","blaNDM-5"
"GCA_014838545.1","IncFIA",44224,"Poultry","DABXDW010000023.1","Asia","blaNDM-5"
"GCA_002591135.1","IncFIA",128761,"Homo sapiens","CP023959.1","North America","blaNDM-5"
"GCA_013012645.1","IncFIA",9669,"Homo sapiens","DABHOT010000060.1","Asia","blaNDM-5"
"GCA_013012545.1","IncFIA",5594,"Homo sapiens","DABHOW010000049.1","Asia","blaNDM-4"
"GCA_013012505.1","IncFIA",9669,"Homo sapiens","DABHOS010000065.1","Asia","blaNDM-5"
"GCA_013012485.1","IncFIA",9671,"Homo sapiens","DABHOP010000070.1","Asia","blaNDM-5"
"GCA_013012225.1","IncFIA",8896,"Homo sapiens","DABHOH010000063.1","Asia","blaNDM-5"
"GCA_013012345.1","IncFIA",9669,"Homo sapiens","DABHOK010000059.1","Asia","blaNDM-5"
"GCA_013012375.1","IncFIA",5592,"Homo sapiens","DABHOI010000073.1","Asia","blaNDM-5"
"GCA_013012365.1","IncFIA",5592,"Homo sapiens","DABHOJ010000084.1","Asia","blaNDM-5"
"GCA_013012285.1","IncFIA",9670,"Homo sapiens","DABHOF010000053.1","Asia","blaNDM-5"
"GCA_013012165.1","IncFIA",8896,"Homo sapiens","DABHOB010000059.1","Asia","blaNDM-5"
"GCA_013012145.1","IncFIA",5594,"Homo sapiens","DABHNY010000049.1","Asia","blaNDM-5"
"GCA_013012245.1","IncFIA",8897,"Homo sapiens","DABHOA010000067.1","Asia","blaNDM-5"
"GCA_013012055.1","IncFIA",5592,"Homo sapiens","DABHNX010000067.1","Asia","blaNDM-5"
"GCA_013012125.1","IncFIA",8896,"Environment","DABHNV010000061.1","Asia","blaNDM-5"
"GCA_013012185.1","IncFIA",8896,"Environment","DABHNW010000062.1","Asia","blaNDM-5"
"GCA_013012105.1","IncFIA",8896,"Environment","DABHNT010000063.1","Asia","blaNDM-5"
"GCA_013011905.1","IncFIA",8897,"Environment","DABHNQ010000064.1","Asia","blaNDM-5"
"GCA_013011985.1","IncFIA",9669,"Homo sapiens","DABHNN010000059.1","Asia","blaNDM-5"
"GCA_013011845.1","IncFIA",8896,"Homo sapiens","DABHNM010000065.1","Asia","blaNDM-5"
"GCA_013011825.1","IncFIA",5590,"Homo sapiens","DABHNO010000077.1","Asia","blaNDM-5"
"GCA_013011885.1","IncFIA",5594,"Homo sapiens","DABHNR010000080.1","Asia","blaNDM-5"
"GCA_013011785.1","IncFIA",5593,"Homo sapiens","DABHNI010000041.1","Asia","blaNDM-5"
"GCA_013011755.1","IncFIA",8897,"Homo sapiens","DABHNL010000074.1","Asia","blaNDM-4"
"GCA_013011685.1","IncFIA",9669,"Homo sapiens","DABHNC010000059.1","Asia","blaNDM-5"
"GCA_004122355.1","IncFIA",9267,"Homo sapiens","RIZT01000075.1","Asia","blaNDM-13"
"GCA_004122325.1","IncFIA",5866,"Homo sapiens","RIZS01000061.1","Asia","blaNDM-5"
"GCA_004122395.1","IncFIA",5862,"Homo sapiens","RIZU01000024.1","Asia","blaNDM-5"
"GCA_004122405.1","IncFIA",5862,"Homo sapiens","RIZV01000075.1","Asia","blaNDM-5"
"GCA_004122425.1","IncFIA",5870,"Homo sapiens","RIZW01000072.1","Asia","blaNDM-5"
"GCA_012290085.1","IncFIA",5593,"Environment","DAAZEP010000064.1","Asia","blaNDM-5"
"GCA_012289965.1","IncFIA",10030,"Environment","DAAZEN010000076.1","Asia","blaNDM-5"
"GCA_012289645.1","IncFIA",5583,"Environment","DAAZEL010000075.1","Asia","blaNDM-5"
"GCA_012289885.1","IncFIA",8653,"Environment","DAAZEG010000084.1","Asia","blaNDM-5"
"GCA_012359555.1","IncFIA",8897,"Homo sapiens","DAAZES010000058.1","Europe","blaNDM-5"
"GCA_012302005.1","IncFIA",9483,"Homo sapiens","DAAZOV010000078.1","Europe","blaNDM-5"
"GCA_012358215.1","IncFIA",9483,"Homo sapiens","DAAZER010000083.1","Europe","blaNDM-5"
"GCA_006536085.1","IncFIA",5748,"Homo sapiens","BJKD01000105.1","Asia","blaNDM-5"
"GCA_012453505.1","IncFIA",10362,"Homo sapiens","DAAZUA010000064.1","Australia","blaNDM-4"
"GCA_012453325.1","IncFIA",9670,"Homo sapiens","DAAZTY010000093.1","Australia","blaNDM-1"
"GCA_012425425.1","IncFIA",8550,"Homo sapiens","DAAZPG010000138.1","Australia","blaNDM-5"
"GCA_012453145.1","IncFIA",9669,"Homo sapiens","DAAZTW010000118.1","Australia","blaNDM-5"
"GCA_012453165.1","IncFIA",5101,"Homo sapiens","DAAZTO010000109.1","Australia","blaNDM-1"
"GCA_012453125.1","IncFIA",18163,"Homo sapiens","DAAZTP010000074.1","Australia","blaNDM-5"
"GCA_012433935.1","IncFIA",5593,"Homo sapiens","DAAZPK010000104.1","Australia","blaNDM-5"
"GCA_012452965.1","IncFIA",5592,"Homo sapiens","DAAZTA010000074.1","Australia","blaNDM-5"
"GCA_012440325.1","IncFIA",8790,"Homo sapiens","DAAZPV010000075.1","Australia","blaNDM-5"
"GCA_012482135.1","IncFIA",5593,"Homo sapiens","DABACL010000070.1","Australia","blaNDM-5"
"GCA_012439065.1","IncFIA",18163,"Homo sapiens","DAAZPO010000063.1","Australia","blaNDM-5"
"GCA_012440365.1","IncFIA",9670,"Homo sapiens","DAAZPU010000090.1","Australia","blaNDM-5"
"GCA_012452185.1","IncFIA",9669,"Homo sapiens","DAAZSV010000077.1","Australia","blaNDM-5"
"GCA_012452285.1","IncFIA",9670,"Homo sapiens","DAAZSU010000062.1","Australia","blaNDM-1"
"GCA_012452205.1","IncFIA",5593,"Homo sapiens","DAAZSS010000092.1","Australia","blaNDM-5"
"GCA_012452705.1","IncFIA",9670,"Homo sapiens","DAAZSR010000064.1","Australia","blaNDM-5"
"GCA_012452685.1","IncFIA",6872,"Homo sapiens","DAAZSO010000119.1","Australia","blaNDM-5"
"GCA_012426405.1","IncFIA",9296,"Homo sapiens","DAAZPI010000096.1","Australia","blaNDM-5"
"GCA_012433915.1","IncFIA",18163,"Homo sapiens","DAAZPJ010000078.1","Australia","blaNDM-5"
"GCA_008632555.1","IncFIA",99454,"Pet","CP043948.1","Europe","blaNDM-5"
"GCA_008632575.1","IncFIA",99465,"Pet","CP043944.1","Europe","blaNDM-5"
"GCA_009394115.1","IncFIA",10190,"Pet","RYCH01000065.1","Asia","blaNDM-5"
"GCA_009394175.1","IncFIA",8919,"Poultry","RYCI01000058.1","Asia","blaNDM-5"
"GCA_003628115.1","IncFIA",5794,"Homo sapiens","RCAC01000103.1","Asia","blaNDM-5"
"GCA_003628185.1","IncFIA",9522,"Homo sapiens","RCAE01000108.1","Asia","blaNDM-5"
"GCA_003628255.1","IncFIA",10013,"Homo sapiens","RCAJ01000064.1","Asia","blaNDM-5"
"GCA_003254065.1","IncFIA",99465,"Pet","CP029978.1","Europe","blaNDM-5"
"GCA_003007755.1","IncFIA",8864,"Homo sapiens","PVOV01000091.1","Asia","blaNDM-5"
"GCA_003007855.1","IncFIA",3325,"Homo sapiens","PVOW01000099.1","Asia","blaNDM-5"
"GCA_003007895.1","IncFIA",5794,"Homo sapiens","PVOZ01000102.1","Asia","blaNDM-5"
"GCA_003007915.1","IncFIA",5794,"Homo sapiens","PVPA01000103.1","Asia","blaNDM-5"
"GCA_003007935.1","IncFIA",9499,"Homo sapiens","PVPB01000103.1","Asia","blaNDM-5"
"GCA_003007965.1","IncFIA",10727,"Homo sapiens","PVPC01000110.1","Asia","blaNDM-5"
"GCA_003007995.1","IncFIA",5793,"Homo sapiens","PVPF01000077.1","Asia","blaNDM-1"
"GCA_003008015.1","IncFIA",9870,"Homo sapiens","PVPH01000059.1","Asia","blaNDM-5"
"GCA_003008085.1","IncFIA",2103,"Homo sapiens","PVPJ01000096.1","Asia","blaNDM-5"
"GCA_003008145.1","IncFIA",6595,"Homo sapiens","PVPV01000095.1","Asia","blaNDM-5"
"GCA_003008175.1","IncFIA",3093,"Homo sapiens","PVPR01000110.1","Asia","blaNDM-5"
"GCA_003008215.1","IncFIA",9872,"Homo sapiens","PVPX01000096.1","Asia","blaNDM-5"
"GCA_003008235.1","IncFIA",5794,"Homo sapiens","PVPD01000104.1","Asia","blaNDM-5"
"GCA_003008245.1","IncFIA",9348,"Homo sapiens","PVPG01000072.1","Asia","blaNDM-5"
"GCA_003008275.1","IncFIA",5794,"Homo sapiens","PVPI01000067.1","Asia","blaNDM-5"
"GCA_003008345.1","IncFIA",9872,"Homo sapiens","PVPW01000090.1","Asia","blaNDM-5"
"GCA_003008335.1","IncFIA",5794,"Homo sapiens","PVPN01000110.1","Asia","blaNDM-5"
"GCA_003008375.1","IncFIA",2126,"Homo sapiens","PVPS01000137.1","Asia","blaNDM-4"
"GCA_013039865.1","IncFIA",7524,"Swine","DABIDT010000069.1","Asia","blaNDM-1"
"GCA_013038805.1","IncFIA",6902,"Poultry","DABICW010000106.1","Asia","blaNDM-1"
"GCA_013765385.1","IncFIA",10273,"Homo sapiens","DABMGM010000050.1","Asia","blaNDM-5"
"GCA_013765345.1","IncFIA",10273,"Homo sapiens","DABMGN010000046.1","Asia","blaNDM-5"
"GCA_013739915.1","IncFIA",8896,"Homo sapiens","DABMGK010000065.1","Asia","blaNDM-5"
"GCA_012593565.1","IncFIA",5592,"Environment","AASVKL010000066.1","North America","blaNDM-5"
"GCA_012596085.1","IncFIA",5592,"Environment","AASVNZ010000062.1","North America","blaNDM-5"
"GCA_014048105.1","IncFIA",5583,"Homo sapiens","AAVFOB010000061.1","North America","blaNDM-5"
"GCA_014047945.1","IncFIA",9670,"Homo sapiens","AAVFOC010000053.1","North America","blaNDM-5"
"GCA_014047995.1","IncFIA",9671,"Homo sapiens","AAVFOA010000051.1","North America","blaNDM-5"
"GCA_013363225.1","IncFIA",142890,"Homo sapiens","WUUG01000022.1","Asia","blaNDM-1"
"GCA_014446715.1","IncFIA",9651,"Homo sapiens","AAVVWN010000159.1","North America","blaNDM-5"
"GCA_009909735.1","IncFIA",9733,"Homo sapiens","VKIH01000160.1","North America","blaNDM-5"
"GCA_005145995.1","IncFIA",5634,"Homo sapiens","SWMG01000059.1","Asia","blaNDM-5"
"GCA_005146175.1","IncFIA",5750,"Homo sapiens","SWML01000054.1","Asia","blaNDM-5"
"GCA_002164595.2","IncFIA",45484,"Homo sapiens","CP032878.1","Asia","blaNDM-4"
"GCA_002164635.4","IncFIA",45476,"Homo sapiens","CP022226.2","Asia","blaNDM-4"
"GCA_002164645.3","IncFIA",42856,"Homo sapiens","CP028588.1","Asia","blaNDM-4"
"GCA_002164985.1","IncFIA",5750,"Homo sapiens","NGVI01000070.1","Asia","blaNDM-5"
"GCA_002803905.1","IncFIA",111310,"Homo sapiens","CP024805.1","Europe","blaNDM-5"
"GCA_002589795.1","IncFIA",91648,"Homo sapiens","CP023895.1","North America","blaNDM-5"
"GCA_011769865.1","IncFIA",121872,"Homo sapiens","CP050384.1","Europe","blaNDM-5"
"GCA_012328945.1","IncFIA",8894,"Homo sapiens","JAAXNV010000065.1","Europe","blaNDM-5"
"GCA_012328965.1","IncFIA",9782,"Homo sapiens","JAAXNU010000055.1","Europe","blaNDM-5"
"GCA_014493815.1","IncFIA",9674,"Homo sapiens","JACUWP010000065.1","Asia","blaNDM-5"
"GCA_014493855.1","IncFIA",9674,"Homo sapiens","JACUWM010000046.1","Asia","blaNDM-5"
"GCA_014493845.1","IncFIA",9485,"Homo sapiens","JACUWN010000069.1","Asia","blaNDM-5"
"GCA_014493895.1","IncFIA",9674,"Homo sapiens","JACUWL010000071.1","Asia","blaNDM-5"
"GCA_014493935.1","IncFIA",5596,"Homo sapiens","JACUWH010000071.1","Asia","blaNDM-5"
"GCA_014493955.1","IncFIA",15554,"Homo sapiens","JACUWI010000069.1","Asia","blaNDM-6"
"GCA_014494125.1","IncFIA",9674,"Homo sapiens","JACUVZ010000072.1","Asia","blaNDM-5"
"GCA_014494255.1","IncFIA",9672,"Homo sapiens","JACUVT010000059.1","Asia","blaNDM-5"
"GCA_014494345.1","IncFIA",15304,"Homo sapiens","JACUZF010000058.1","Asia","blaNDM-5"
"GCA_014494365.1","IncFIA",9674,"Homo sapiens","JACUZE010000056.1","Asia","blaNDM-5"
"GCA_014494415.1","IncFIA",9674,"Homo sapiens","JACUZB010000054.1","Asia","blaNDM-5"
"GCA_014494485.1","IncFIA",9730,"Homo sapiens","JACUYW010000061.1","Asia","blaNDM-5"
"GCA_014494545.1","IncFIA",9674,"Homo sapiens","JACUYU010000066.1","Asia","blaNDM-5"
"GCA_014494645.1","IncFIA",10487,"Homo sapiens","JACUYO010000083.1","Asia","blaNDM-5"
"GCA_014494655.1","IncFIA",15305,"Homo sapiens","JACUYQ010000055.1","Asia","blaNDM-5"
"GCA_014494815.1","IncFIA",10487,"Homo sapiens","JACUYH010000068.1","Asia","blaNDM-5"
